Date,Store_ID,Product_Category,Daily_Sales,Temperature,Rainfall,Humidity,Wind_Speed,Weather_Condition
2022-08-07 01:21:36,4,Electronics,4281,21.737444185016344,18.78248802231759,46.730571983229495,8.767423049978273,Rainy
2023-12-25 13:24:34,2,Beverages,3901,31.988128290022235,9.259242256732705,80.85254116243237,16.878578040745197,Rainy
2023-12-19 03:19:35,3,Beverages,1945,21.362591772277604,6.553351932024391,41.79091092249966,20.649769161285104,Sunny
2022-10-14 00:45:25,5,Beverages,1363,24.77709885947938,19.36915855015245,81.2281232319365,24.480432624878457,Sunny
2022-02-26 19:43:43,1,Clothing,3314,28.1765623820499,14.46358090958715,83.36446649714149,12.877632451403118,Sunny
2022-07-14 12:52:49,4,Snacks,4943,27.669361297586413,10.939587752320328,54.99430558501024,8.552198570157124,Rainy
2023-04-18 21:42:37,4,Electronics,4734,26.585414109870406,6.077877484586136,76.26387927634059,23.059894641078586,Sunny
2022-08-18 20:02:50,5,Snacks,3838,33.97068651546769,6.903862309108366,64.21537558267991,22.696947420810442,Rainy
2022-05-08 10:19:53,3,Beverages,4898,30.573729453479473,15.977554305549642,52.91236215731378,9.197425466398869,Rainy
2022-10-19 03:25:46,3,Electronics,4755,32.24399269271257,15.448891799013758,73.54081263464303,5.855885873958342,Sunny
2022-11-24 23:53:48,4,Clothing,4194,23.574107049428186,17.479796205885215,68.89248428042353,6.498212088323017,Rainy
2022-06-02 02:29:51,1,Home Supplies,3812,28.85336992991448,14.865364221037126,44.198979968676106,18.42403014646765,Cloudy
2022-10-08 23:13:54,1,Clothing,609,33.0844805082869,13.001910850826192,76.95113091406814,23.339516145937896,Sunny
2022-01-07 13:51:52,4,Home Supplies,4716,31.70210725053244,3.327495959788447,74.93175614238608,18.470930062630444,Cloudy
2023-12-22 23:55:06,2,Clothing,436,30.101859032862112,10.640736932590677,42.84876796846346,5.166658589823023,Cloudy
2023-05-17 04:26:24,5,Beverages,3482,20.22684134227172,17.83990840369877,74.33922294811686,13.512392902566965,Cloudy
2022-05-08 11:43:59,2,Electronics,2468,24.76430996720518,16.094190096894806,45.212758546502116,19.879246874671963,Sunny
2022-12-10 02:06:55,2,Snacks,2085,33.70359314071408,15.056548088001012,69.43706751624775,15.024578295443899,Cloudy
2022-07-05 18:37:08,3,Beverages,4768,25.51535678020796,0.7901168058932484,59.68708882560892,16.58908500859436,Cloudy
2022-01-28 18:28:53,1,Snacks,4961,17.315568609230677,4.631709461122244,43.2261958553852,18.607643740322857,Sunny
2023-04-17 07:18:15,3,Snacks,3711,19.125214751899573,11.99241561217808,75.27022131964755,22.94947350206437,Rainy
2022-11-04 09:30:21,1,Snacks,763,17.899353691369292,12.443579125343128,63.2562064312942,10.444611322080796,Sunny
2022-02-12 17:30:43,3,Clothing,2914,34.55523705834577,7.880015324125996,53.46957892925772,9.489513005007597,Sunny
2022-10-21 17:51:58,2,Snacks,3109,23.703142181693387,18.200357230728493,47.027467368273896,7.551890810248327,Sunny
2023-04-13 10:46:54,2,Home Supplies,4176,15.162375291700624,2.610621999351217,58.962799943314835,11.400638152991597,Cloudy
2022-04-11 05:43:02,5,Beverages,1314,26.35469458479389,10.246417874764827,56.939132485476094,13.54773256940659,Rainy
2023-10-19 05:05:01,1,Beverages,4199,29.527627153879298,7.168248815531437,77.50500689768165,9.995313341816157,Cloudy
2022-12-11 06:40:57,3,Snacks,230,21.163803521472236,16.725811345149797,84.30371155041918,13.907729998238871,Sunny
2023-10-22 05:22:33,1,Electronics,1953,26.916937820761415,13.31475033705611,44.19031407725196,21.3184878624294,Sunny
2023-10-12 19:10:10,3,Electronics,1543,24.920621838695773,8.720140661955856,50.59147123910027,18.549174891041297,Rainy
2022-11-08 04:41:17,3,Clothing,1424,32.38388434508278,13.439690231010772,79.82451877124633,12.249681466910022,Sunny
2022-07-05 13:44:35,5,Snacks,4176,30.364149964024797,0.7118225256175603,81.45244687326706,5.915614990913887,Rainy
2023-01-19 13:31:20,2,Clothing,4616,33.397118796051416,18.557228281554153,88.69631538892938,7.077724850132299,Sunny
2023-05-21 17:15:10,1,Snacks,2540,28.151610739417624,10.770949845024361,46.46548256993442,6.951415811056448,Rainy
2022-11-20 04:34:14,1,Beverages,1675,33.25074561560509,17.880321681083565,72.59809843483771,7.539902099487792,Sunny
2022-09-17 00:52:02,4,Electronics,260,31.874164640253696,9.9754000045974,52.37293162271551,14.617686661195318,Sunny
2023-06-01 09:03:59,1,Beverages,2505,34.317878052959074,,40.368861845490876,16.171534414292054,Rainy
2022-02-05 22:52:51,2,Clothing,1951,21.45403800712809,8.010398161060689,70.22416497271148,20.94145957465407,Sunny
2023-10-06 12:43:39,2,Beverages,998,28.892691265577955,14.976170571149902,55.97419683726634,8.659693661888427,Rainy
2023-12-10 19:21:30,4,Electronics,3859,26.60651146331147,5.928707773921857,69.78598799198966,8.176433649348505,Cloudy
2023-08-11 00:26:25,4,Clothing,1254,28.318644771452156,6.527169331226002,87.763163517711,21.551419052616353,Sunny
2023-09-09 01:33:45,4,Home Supplies,4440,18.434955866972057,2.926503044414457,50.686734733648784,24.590897927591065,Cloudy
2022-04-11 21:32:56,3,Snacks,4455,26.625766575941974,12.365468870592746,71.95295251779885,8.673944048801516,Cloudy
2022-12-09 18:35:35,2,Clothing,1348,17.94102492874724,15.226126687010012,40.249796964222135,7.016451751892372,Sunny
2022-09-24 20:53:14,2,Clothing,3498,16.767459902825408,4.269698743228167,42.31129245962842,19.398651271828697,Sunny
2023-10-31 04:14:21,3,Home Supplies,4732,33.455528533276315,1.9869182030523347,47.64074272821003,97.59553083798808,Rainy
2023-11-03 23:07:25,2,Snacks,1791,34.939738935946934,8.87481702206844,44.66725347755229,22.34587739754784,Cloudy
2022-03-20 09:16:16,2,Clothing,4887,21.631794260567755,4.561695448825452,77.00896517257681,10.501079699265937,Cloudy
2023-03-04 11:22:20,5,Beverages,3117,20.26579300481922,15.21411910725451,74.35117137675931,10.73627394242768,Sunny
2023-04-16 00:23:23,2,Electronics,4851,29.76895115272276,1.1463203234232444,42.80858626841689,13.776645410413144,Rainy
2023-12-25 14:22:19,2,Beverages,2115,34.9623816391846,9.970018475341462,50.51882806284862,5.217164481749197,Rainy
2023-12-22 16:45:10,1,Beverages,3453,29.056134324963157,14.959151785925606,75.60268113825128,5.28190783496065,Cloudy
2022-10-06 17:42:11,5,Electronics,4804,22.571853584435246,10.591985115220556,69.93086218828115,6.006059329861082,Rainy
2022-09-11 16:34:39,4,Beverages,3909,34.71404610694533,7.4083041331179755,68.52199970213134,24.620534846387066,Sunny
2023-10-29 22:04:36,5,Clothing,3503,15.938830597410709,8.388564192256094,59.890452742346994,17.870483631784367,Rainy
2022-12-19 14:56:41,1,Electronics,2020,32.389106729940174,13.168351208156722,78.01043178472702,23.36913875974227,Sunny
2023-08-05 04:57:00,2,Home Supplies,2710,30.201296494159337,18.908347588722048,81.88420050248139,22.827485486955293,Rainy
2023-12-31 12:15:26,1,Home Supplies,2537,19.91063577597939,8.14680478466878,84.11408541220872,14.07527560639884,Rainy
2023-08-10 12:23:11,1,Snacks,974,32.38050016386518,13.511329714130017,55.97885022618467,22.481535847735156,Rainy
2023-11-19 13:01:42,4,Snacks,1153,17.93331612900837,7.7156634318746775,68.05556208504477,14.747488371610212,Sunny
2022-04-27 23:35:16,4,Clothing,1776,33.81917367832786,6.854121071561541,57.35914710983701,13.684535397081577,Cloudy
2022-09-09 01:46:44,3,Electronics,3788,34.58014461154219,9.380185350734902,66.39994724966985,15.750967346357715,Rainy
2022-07-10 14:23:49,5,Electronics,2955,31.13674602258765,14.423907876059861,48.04394818925925,9.986565562767083,Sunny
2023-05-01 15:50:15,1,Clothing,844,22.675429215758562,10.851654360381971,47.95083061449888,7.319446572013815,Sunny
2023-09-26 02:13:16,1,Snacks,4472,25.74137868189032,5.536175992992307,74.27834874388233,22.504483066608717,Rainy
2022-07-06 12:45:17,4,Electronics,4756,28.73839597525941,1.4642659563958293,51.18628880098049,11.924265428477309,Sunny
2022-07-03 04:01:24,4,Home Supplies,4078,19.894512051960678,1.3316721728020853,50.03417317457618,19.934782966989793,Sunny
2022-10-30 09:15:06,3,Snacks,4686,21.806412734955835,14.96083157664035,70.57390301744317,10.94591174348798,Sunny
2022-05-16 01:45:56,3,Electronics,1721,32.489719943003635,4.425985723155446,54.20478236983945,23.642572276482067,Rainy
